index	character	character in latex	character/story	character/story in latex	card url
146	Jay Gatsby	Jay Gatsby	Jay Gatsby/The Great Gatsby	Jay Gatsby/The Great Gatsby	https://compstorylab.org/archetypometrics/cards/The-Great-Gatsby-Jay-Gatsby-0800-235-090.pdf
147	Nick Carraway	Nick Carraway	Nick Carraway/The Great Gatsby	Nick Carraway/The Great Gatsby	https://compstorylab.org/archetypometrics/cards/The-Great-Gatsby-Nick-Carraway-0800-235-090.pdf
148	Daisy Buchanan	Daisy Buchanan	Daisy Buchanan/The Great Gatsby	Daisy Buchanan/The Great Gatsby	https://compstorylab.org/archetypometrics/cards/The-Great-Gatsby-Daisy-Buchanan-0800-235-090.pdf
149	Tom Buchanan	Tom Buchanan	Tom Buchanan/The Great Gatsby	Tom Buchanan/The Great Gatsby	https://compstorylab.org/archetypometrics/cards/The-Great-Gatsby-Tom-Buchanan-0800-235-090.pdf
150	Myrtle Wilson	Myrtle Wilson	Myrtle Wilson/The Great Gatsby	Myrtle Wilson/The Great Gatsby	https://compstorylab.org/archetypometrics/cards/The-Great-Gatsby-Myrtle-Wilson-0800-235-090.pdf
151	Jordan Baker	Jordan Baker	Jordan Baker/The Great Gatsby	Jordan Baker/The Great Gatsby	https://compstorylab.org/archetypometrics/cards/The-Great-Gatsby-Jordan-Baker-0800-235-090.pdf
152	Clarke Griffin	Clarke Griffin	Clarke Griffin/The 100	Clarke Griffin/The 100	https://compstorylab.org/archetypometrics/cards/The-100-Clarke-Griffin-0800-235-090.pdf
153	Bellamy Blake	Bellamy Blake	Bellamy Blake/The 100	Bellamy Blake/The 100	https://compstorylab.org/archetypometrics/cards/The-100-Bellamy-Blake-0800-235-090.pdf
154	Octavia Blake	Octavia Blake	Octavia Blake/The 100	Octavia Blake/The 100	https://compstorylab.org/archetypometrics/cards/The-100-Octavia-Blake-0800-235-090.pdf
155	Raven Reyes	Raven Reyes	Raven Reyes/The 100	Raven Reyes/The 100	https://compstorylab.org/archetypometrics/cards/The-100-Raven-Reyes-0800-235-090.pdf
156	Dr. Abigail Griffin	Dr. Abigail Griffin	Dr. Abigail Griffin/The 100	Dr. Abigail Griffin/The 100	https://compstorylab.org/archetypometrics/cards/The-100-Dr-Abigail-Griffin-0800-235-090.pdf
157	John Murphy	John Murphy	John Murphy/The 100	John Murphy/The 100	https://compstorylab.org/archetypometrics/cards/The-100-John-Murphy-0800-235-090.pdf
158	Charlie Harper	Charlie Harper	Charlie Harper/Two and a Half Men	Charlie Harper/Two and a Half Men	https://compstorylab.org/archetypometrics/cards/Two-and-a-Half-Men-Charlie-Harper-0800-235-090.pdf
159	Alan Harper	Alan Harper	Alan Harper/Two and a Half Men	Alan Harper/Two and a Half Men	https://compstorylab.org/archetypometrics/cards/Two-and-a-Half-Men-Alan-Harper-0800-235-090.pdf
160	Jake Harper	Jake Harper	Jake Harper/Two and a Half Men	Jake Harper/Two and a Half Men	https://compstorylab.org/archetypometrics/cards/Two-and-a-Half-Men-Jake-Harper-0800-235-090.pdf
161	Berta	Berta	Berta/Two and a Half Men	Berta/Two and a Half Men	https://compstorylab.org/archetypometrics/cards/Two-and-a-Half-Men-Berta-0800-235-090.pdf
162	Evelyn Harper	Evelyn Harper	Evelyn Harper/Two and a Half Men	Evelyn Harper/Two and a Half Men	https://compstorylab.org/archetypometrics/cards/Two-and-a-Half-Men-Evelyn-Harper-0800-235-090.pdf
163	Judith Harper-Melnick	Judith Harper-Melnick	Judith Harper-Melnick/Two and a Half Men	Judith Harper-Melnick/Two and a Half Men	https://compstorylab.org/archetypometrics/cards/Two-and-a-Half-Men-Judith-Harper-Melnick-0800-235-090.pdf
164	Bella Swan	Bella Swan	Bella Swan/Twilight	Bella Swan/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Bella-Swan-0800-235-090.pdf
165	Edward Cullen	Edward Cullen	Edward Cullen/Twilight	Edward Cullen/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Edward-Cullen-0800-235-090.pdf
166	Jacob Black	Jacob Black	Jacob Black/Twilight	Jacob Black/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Jacob-Black-0800-235-090.pdf
167	Charlie Swan	Charlie Swan	Charlie Swan/Twilight	Charlie Swan/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Charlie-Swan-0800-235-090.pdf
168	Carlisle Cullen	Carlisle Cullen	Carlisle Cullen/Twilight	Carlisle Cullen/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Carlisle-Cullen-0800-235-090.pdf
169	Esme Cullen	Esme Cullen	Esme Cullen/Twilight	Esme Cullen/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Esme-Cullen-0800-235-090.pdf
170	Alice Cullen	Alice Cullen	Alice Cullen/Twilight	Alice Cullen/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Alice-Cullen-0800-235-090.pdf
171	Emmett Cullen	Emmett Cullen	Emmett Cullen/Twilight	Emmett Cullen/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Emmett-Cullen-0800-235-090.pdf
172	Rosalie Hale	Rosalie Hale	Rosalie Hale/Twilight	Rosalie Hale/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Rosalie-Hale-0800-235-090.pdf
173	Jasper Hale	Jasper Hale	Jasper Hale/Twilight	Jasper Hale/Twilight	https://compstorylab.org/archetypometrics/cards/Twilight-Jasper-Hale-0800-235-090.pdf
174	Meredith Grey	Meredith Grey	Meredith Grey/Grey's Anatomy	Meredith Grey/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Meredith-Grey-0800-235-090.pdf
175	Cristina Yang	Cristina Yang	Cristina Yang/Grey's Anatomy	Cristina Yang/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Cristina-Yang-0800-235-090.pdf
176	Izzie Stevens	Izzie Stevens	Izzie Stevens/Grey's Anatomy	Izzie Stevens/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Izzie-Stevens-0800-235-090.pdf
177	Alex Karev	Alex Karev	Alex Karev/Grey's Anatomy	Alex Karev/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Alex-Karev-0800-235-090.pdf
178	George O'Malley	George O'Malley	George O'Malley/Grey's Anatomy	George O'Malley/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-George-OMalley-0800-235-090.pdf
179	Miranda Bailey	Miranda Bailey	Miranda Bailey/Grey's Anatomy	Miranda Bailey/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Miranda-Bailey-0800-235-090.pdf
180	Richard Webber	Richard Webber	Richard Webber/Grey's Anatomy	Richard Webber/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Richard-Webber-0800-235-090.pdf
181	Preston Burke	Preston Burke	Preston Burke/Grey's Anatomy	Preston Burke/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Preston-Burke-0800-235-090.pdf
182	Derek Shepherd	Derek Shepherd	Derek Shepherd/Grey's Anatomy	Derek Shepherd/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Derek-Shepherd-0800-235-090.pdf
183	Addison Montgomery	Addison Montgomery	Addison Montgomery/Grey's Anatomy	Addison Montgomery/Grey's Anatomy	https://compstorylab.org/archetypometrics/cards/Greys-Anatomy-Addison-Montgomery-0800-235-090.pdf
184	Olivia Benson	Olivia Benson	Olivia Benson/Law & Order: SVU	Olivia Benson/Law & Order: SVU	https://compstorylab.org/archetypometrics/cards/Law-and-Order-SVU-Olivia-Benson-0800-235-090.pdf
185	John Munch	John Munch	John Munch/Law & Order: SVU	John Munch/Law & Order: SVU	https://compstorylab.org/archetypometrics/cards/Law-and-Order-SVU-John-Munch-0800-235-090.pdf
186	Donald Cragen	Donald Cragen	Donald Cragen/Law & Order: SVU	Donald Cragen/Law & Order: SVU	https://compstorylab.org/archetypometrics/cards/Law-and-Order-SVU-Donald-Cragen-0800-235-090.pdf
187	Elliot Stabler	Elliot Stabler	Elliot Stabler/Law & Order: SVU	Elliot Stabler/Law & Order: SVU	https://compstorylab.org/archetypometrics/cards/Law-and-Order-SVU-Elliot-Stabler-0800-235-090.pdf
188	Odafin Tutuola	Odafin Tutuola	Odafin Tutuola/Law & Order: SVU	Odafin Tutuola/Law & Order: SVU	https://compstorylab.org/archetypometrics/cards/Law-and-Order-SVU-Odafin-Tutuola-0800-235-090.pdf
189	Melinda Warner	Melinda Warner	Melinda Warner/Law & Order: SVU	Melinda Warner/Law & Order: SVU	https://compstorylab.org/archetypometrics/cards/Law-and-Order-SVU-Melinda-Warner-0800-235-090.pdf
190	Buffy Summers	Buffy Summers	Buffy Summers/Buffy the Vampire Slayer	Buffy Summers/Buffy the Vampire Slayer	https://compstorylab.org/archetypometrics/cards/Buffy-the-Vampire-Slayer-Buffy-Summers-0800-235-090.pdf
191	Xander Harris	Xander Harris	Xander Harris/Buffy the Vampire Slayer	Xander Harris/Buffy the Vampire Slayer	https://compstorylab.org/archetypometrics/cards/Buffy-the-Vampire-Slayer-Xander-Harris-0800-235-090.pdf
192	Willow Rosenberg	Willow Rosenberg	Willow Rosenberg/Buffy the Vampire Slayer	Willow Rosenberg/Buffy the Vampire Slayer	https://compstorylab.org/archetypometrics/cards/Buffy-the-Vampire-Slayer-Willow-Rosenberg-0800-235-090.pdf
193	Cordelia Chase	Cordelia Chase	Cordelia Chase/Buffy the Vampire Slayer	Cordelia Chase/Buffy the Vampire Slayer	https://compstorylab.org/archetypometrics/cards/Buffy-the-Vampire-Slayer-Cordelia-Chase-0800-235-090.pdf
194	Rupert Giles	Rupert Giles	Rupert Giles/Buffy the Vampire Slayer	Rupert Giles/Buffy the Vampire Slayer	https://compstorylab.org/archetypometrics/cards/Buffy-the-Vampire-Slayer-Rupert-Giles-0800-235-090.pdf
195	Angel	Angel	Angel/Buffy the Vampire Slayer	Angel/Buffy the Vampire Slayer	https://compstorylab.org/archetypometrics/cards/Buffy-the-Vampire-Slayer-Angel-0800-235-090.pdf
196	Eric Forman	Eric Forman	Eric Forman/That 70's Show	Eric Forman/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Eric-Forman-0800-235-090.pdf
197	Jackie Burkhart	Jackie Burkhart	Jackie Burkhart/That 70's Show	Jackie Burkhart/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Jackie-Burkhart-0800-235-090.pdf
198	Michael Kelso	Michael Kelso	Michael Kelso/That 70's Show	Michael Kelso/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Michael-Kelso-0800-235-090.pdf
199	Steven Hyde	Steven Hyde	Steven Hyde/That 70's Show	Steven Hyde/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Steven-Hyde-0800-235-090.pdf
200	Donna Pinciotti	Donna Pinciotti	Donna Pinciotti/That 70's Show	Donna Pinciotti/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Donna-Pinciotti-0800-235-090.pdf
201	Fez	Fez	Fez/That 70's Show	Fez/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Fez-0800-235-090.pdf
202	Kitty Forman	Kitty Forman	Kitty Forman/That 70's Show	Kitty Forman/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Kitty-Forman-0800-235-090.pdf
203	Red Forman	Red Forman	Red Forman/That 70's Show	Red Forman/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Red-Forman-0800-235-090.pdf
204	Midge Pinciotti	Midge Pinciotti	Midge Pinciotti/That 70's Show	Midge Pinciotti/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Midge-Pinciotti-0800-235-090.pdf
205	Bob Pinciotti	Bob Pinciotti	Bob Pinciotti/That 70's Show	Bob Pinciotti/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Bob-Pinciotti-0800-235-090.pdf
206	Luke Skywalker	Luke Skywalker	Luke Skywalker/Star Wars: A New Hope	Luke Skywalker/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Luke-Skywalker-0800-235-090.pdf
207	Princess Leia	Princess Leia	Princess Leia/Star Wars: A New Hope	Princess Leia/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Princess-Leia-0800-235-090.pdf
208	Han Solo	Han Solo	Han Solo/Star Wars: A New Hope	Han Solo/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Han-Solo-0800-235-090.pdf
209	Darth Vader	Darth Vader	Darth Vader/Star Wars: A New Hope	Darth Vader/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Darth-Vader-0800-235-090.pdf
210	Obi-Wan Kenobi	Obi-Wan Kenobi	Obi-Wan Kenobi/Star Wars: A New Hope	Obi-Wan Kenobi/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Obi-Wan-Kenobi-0800-235-090.pdf
211	C-3PO	C-3PO	C-3PO/Star Wars: A New Hope	C-3PO/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-C-3PO-0800-235-090.pdf
212	Ron Weasley	Ron Weasley	Ron Weasley/Harry Potter	Ron Weasley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Ron-Weasley-0800-235-090.pdf
213	Harry Potter	Harry Potter	Harry Potter/Harry Potter	Harry Potter/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Harry-Potter-0800-235-090.pdf
214	Hermione Granger	Hermione Granger	Hermione Granger/Harry Potter	Hermione Granger/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Hermione-Granger-0800-235-090.pdf
215	Rubeus Hagrid	Rubeus Hagrid	Rubeus Hagrid/Harry Potter	Rubeus Hagrid/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Rubeus-Hagrid-0800-235-090.pdf
216	Albus Dumbledore	Albus Dumbledore	Albus Dumbledore/Harry Potter	Albus Dumbledore/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Albus-Dumbledore-0800-235-090.pdf
217	Minerva McGonagall	Minerva McGonagall	Minerva McGonagall/Harry Potter	Minerva McGonagall/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Minerva-McGonagall-0800-235-090.pdf
218	Severus Snape	Severus Snape	Severus Snape/Harry Potter	Severus Snape/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Severus-Snape-0800-235-090.pdf
219	Ginny Weasley	Ginny Weasley	Ginny Weasley/Harry Potter	Ginny Weasley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Ginny-Weasley-0800-235-090.pdf
220	Luna Lovegood	Luna Lovegood	Luna Lovegood/Harry Potter	Luna Lovegood/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Luna-Lovegood-0800-235-090.pdf
221	Draco Malfoy	Draco Malfoy	Draco Malfoy/Harry Potter	Draco Malfoy/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Draco-Malfoy-0800-235-090.pdf
222	Molly Weasley	Molly Weasley	Molly Weasley/Harry Potter	Molly Weasley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Molly-Weasley-0800-235-090.pdf
223	Lord Voldemort	Lord Voldemort	Lord Voldemort/Harry Potter	Lord Voldemort/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Lord-Voldemort-0800-235-090.pdf
224	Cho Chang	Cho Chang	Cho Chang/Harry Potter	Cho Chang/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Cho-Chang-0800-235-090.pdf
225	Fleur Delacour	Fleur Delacour	Fleur Delacour/Harry Potter	Fleur Delacour/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Fleur-Delacour-0800-235-090.pdf
226	Viktor Krum	Viktor Krum	Viktor Krum/Harry Potter	Viktor Krum/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Viktor-Krum-0800-235-090.pdf
227	Filius Flitwick	Filius Flitwick	Filius Flitwick/Harry Potter	Filius Flitwick/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Filius-Flitwick-0800-235-090.pdf
228	Horace Slughorn	Horace Slughorn	Horace Slughorn/Harry Potter	Horace Slughorn/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Horace-Slughorn-0800-235-090.pdf
229	George Weasley	George Weasley	George Weasley/Harry Potter	George Weasley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-George-Weasley-0800-235-090.pdf
230	Alastor Moody	Alastor Moody	Alastor Moody/Harry Potter	Alastor Moody/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Alastor-Moody-0800-235-090.pdf
231	Remus Lupin	Remus Lupin	Remus Lupin/Harry Potter	Remus Lupin/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Remus-Lupin-0800-235-090.pdf
232	Arthur Weasley	Arthur Weasley	Arthur Weasley/Harry Potter	Arthur Weasley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Arthur-Weasley-0800-235-090.pdf
233	Cornelius Fudge	Cornelius Fudge	Cornelius Fudge/Harry Potter	Cornelius Fudge/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Cornelius-Fudge-0800-235-090.pdf
234	Dolores Umbridge	Dolores Umbridge	Dolores Umbridge/Harry Potter	Dolores Umbridge/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Dolores-Umbridge-0800-235-090.pdf
235	Petunia Dursley	Petunia Dursley	Petunia Dursley/Harry Potter	Petunia Dursley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Petunia-Dursley-0800-235-090.pdf
236	Moaning Myrtle	Moaning Myrtle	Moaning Myrtle/Harry Potter	Moaning Myrtle/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Moaning-Myrtle-0800-235-090.pdf
237	Rita Skeeter	Rita Skeeter	Rita Skeeter/Harry Potter	Rita Skeeter/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Rita-Skeeter-0800-235-090.pdf
238	Dobby	Dobby	Dobby/Harry Potter	Dobby/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Dobby-0800-235-090.pdf
239	Bellatrix Lestrange	Bellatrix Lestrange	Bellatrix Lestrange/Harry Potter	Bellatrix Lestrange/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Bellatrix-Lestrange-0800-235-090.pdf
240	Nymphadora Tonks	Nymphadora Tonks	Nymphadora Tonks/Harry Potter	Nymphadora Tonks/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Nymphadora-Tonks-0800-235-090.pdf
241	Sirius Black	Sirius Black	Sirius Black/Harry Potter	Sirius Black/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Sirius-Black-0800-235-090.pdf
242	Rachel Chu	Rachel Chu	Rachel Chu/Crazy Rich Asians	Rachel Chu/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Rachel-Chu-0800-235-090.pdf
243	Nick Young	Nick Young	Nick Young/Crazy Rich Asians	Nick Young/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Nick-Young-0800-235-090.pdf
244	Eleanor Sung-Young	Eleanor Sung-Young	Eleanor Sung-Young/Crazy Rich Asians	Eleanor Sung-Young/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Eleanor-Sung-Young-0800-235-090.pdf
245	Goh Peik Lin	Goh Peik Lin	Goh Peik Lin/Crazy Rich Asians	Goh Peik Lin/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Goh-Peik-Lin-0800-235-090.pdf
246	Astrid Leong-Teo	Astrid Leong-Teo	Astrid Leong-Teo/Crazy Rich Asians	Astrid Leong-Teo/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Astrid-Leong-Teo-0800-235-090.pdf
247	Colin Khoo	Colin Khoo	Colin Khoo/Crazy Rich Asians	Colin Khoo/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Colin-Khoo-0800-235-090.pdf
248	Katniss Everdeen	Katniss Everdeen	Katniss Everdeen/The Hunger Games	Katniss Everdeen/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Katniss-Everdeen-0800-235-090.pdf
249	Peeta Mellark	Peeta Mellark	Peeta Mellark/The Hunger Games	Peeta Mellark/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Peeta-Mellark-0800-235-090.pdf
250	Haymitch Abernathy	Haymitch Abernathy	Haymitch Abernathy/The Hunger Games	Haymitch Abernathy/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Haymitch-Abernathy-0800-235-090.pdf
251	Effie Trinket	Effie Trinket	Effie Trinket/The Hunger Games	Effie Trinket/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Effie-Trinket-0800-235-090.pdf
252	Coriolanus Snow	Coriolanus Snow	Coriolanus Snow/The Hunger Games	Coriolanus Snow/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Coriolanus-Snow-0800-235-090.pdf
253	Gale Hawthorne	Gale Hawthorne	Gale Hawthorne/The Hunger Games	Gale Hawthorne/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Gale-Hawthorne-0800-235-090.pdf
254	Leslie Knope	Leslie Knope	Leslie Knope/Parks and Recreation	Leslie Knope/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Leslie-Knope-0800-235-090.pdf
255	Ann Perkins	Ann Perkins	Ann Perkins/Parks and Recreation	Ann Perkins/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Ann-Perkins-0800-235-090.pdf
256	Mark Brendanawicz	Mark Brendanawicz	Mark Brendanawicz/Parks and Recreation	Mark Brendanawicz/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Mark-Brendanawicz-0800-235-090.pdf
257	Tom Haverford	Tom Haverford	Tom Haverford/Parks and Recreation	Tom Haverford/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Tom-Haverford-0800-235-090.pdf
258	Ron Swanson	Ron Swanson	Ron Swanson/Parks and Recreation	Ron Swanson/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Ron-Swanson-0800-235-090.pdf
259	April Ludgate	April Ludgate	April Ludgate/Parks and Recreation	April Ludgate/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-April-Ludgate-0800-235-090.pdf
260	Mr. Darcy	Mr. Darcy	Mr. Darcy/Pride and Prejudice	Mr. Darcy/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Mr-Darcy-0800-235-090.pdf
261	Elizabeth Bennet	Elizabeth Bennet	Elizabeth Bennet/Pride and Prejudice	Elizabeth Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Elizabeth-Bennet-0800-235-090.pdf
262	Mr. William Collins	Mr. William Collins	Mr. William Collins/Pride and Prejudice	Mr. William Collins/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Mr-William-Collins-0800-235-090.pdf
263	George Wickham	George Wickham	George Wickham/Pride and Prejudice	George Wickham/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-George-Wickham-0800-235-090.pdf
264	Charles Bingley	Charles Bingley	Charles Bingley/Pride and Prejudice	Charles Bingley/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Charles-Bingley-0800-235-090.pdf
265	Georgiana Darcy	Georgiana Darcy	Georgiana Darcy/Pride and Prejudice	Georgiana Darcy/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Georgiana-Darcy-0800-235-090.pdf
266	Lydia Bennet	Lydia Bennet	Lydia Bennet/Pride and Prejudice	Lydia Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Lydia-Bennet-0800-235-090.pdf
267	Jane Bennet	Jane Bennet	Jane Bennet/Pride and Prejudice	Jane Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Jane-Bennet-0800-235-090.pdf
268	Mrs. Bennet	Mrs. Bennet	Mrs. Bennet/Pride and Prejudice	Mrs. Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Mrs-Bennet-0800-235-090.pdf
269	Lady Catherine de Bourgh	Lady Catherine de Bourgh	Lady Catherine de Bourgh/Pride and Prejudice	Lady Catherine de Bourgh/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Lady-Catherine-de-Bourgh-0800-235-090.pdf
270	Jadzia Dax	Jadzia Dax	Jadzia Dax/Star Trek: Deep Space Nine	Jadzia Dax/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Jadzia-Dax-0800-235-090.pdf
271	Odo	Odo	Odo/Star Trek: Deep Space Nine	Odo/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Odo-0800-235-090.pdf
272	Lieutenant Commander Worf	Lieutenant Commander Worf	Lieutenant Commander Worf/Star Trek: Deep Space Nine	Lieutenant Commander Worf/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Lieutenant-Commander-Worf-0800-235-090.pdf
273	Nog	Nog	Nog/Star Trek: Deep Space Nine	Nog/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Nog-0800-235-090.pdf
274	Quark	Quark	Quark/Star Trek: Deep Space Nine	Quark/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Quark-0800-235-090.pdf
275	Benjamin Sisko	Benjamin Sisko	Benjamin Sisko/Star Trek: Deep Space Nine	Benjamin Sisko/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Benjamin-Sisko-0800-235-090.pdf
276	Elim Garak	Elim Garak	Elim Garak/Star Trek: Deep Space Nine	Elim Garak/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Elim-Garak-0800-235-090.pdf
277	Kira Nerys	Kira Nerys	Kira Nerys/Star Trek: Deep Space Nine	Kira Nerys/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Kira-Nerys-0800-235-090.pdf
278	Julian Bashir	Julian Bashir	Julian Bashir/Star Trek: Deep Space Nine	Julian Bashir/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Julian-Bashir-0800-235-090.pdf
