index	character	character in latex	character/story	character/story in latex	card url
695	Lily van der Woodsen	Lily van der Woodsen	Lily van der Woodsen/Gossip Girl	Lily van der Woodsen/Gossip Girl	https://compstorylab.org/archetypometrics/cards/Gossip-Girl-Lily-van-der-Woodsen-2000-464-341.pdf
696	Rufus Humphrey	Rufus Humphrey	Rufus Humphrey/Gossip Girl	Rufus Humphrey/Gossip Girl	https://compstorylab.org/archetypometrics/cards/Gossip-Girl-Rufus-Humphrey-2000-464-341.pdf
697	Jenny Humphrey	Jenny Humphrey	Jenny Humphrey/Gossip Girl	Jenny Humphrey/Gossip Girl	https://compstorylab.org/archetypometrics/cards/Gossip-Girl-Jenny-Humphrey-2000-464-341.pdf
698	Vanessa Abrams	Vanessa Abrams	Vanessa Abrams/Gossip Girl	Vanessa Abrams/Gossip Girl	https://compstorylab.org/archetypometrics/cards/Gossip-Girl-Vanessa-Abrams-2000-464-341.pdf
699	Dorota Kishlovsky	Dorota Kishlovsky	Dorota Kishlovsky/Gossip Girl	Dorota Kishlovsky/Gossip Girl	https://compstorylab.org/archetypometrics/cards/Gossip-Girl-Dorota-Kishlovsky-2000-464-341.pdf
700	John Carter	John Carter	John Carter/ER	John Carter/ER	https://compstorylab.org/archetypometrics/cards/ER-John-Carter-2000-464-341.pdf
701	Kerry Weaver	Kerry Weaver	Kerry Weaver/ER	Kerry Weaver/ER	https://compstorylab.org/archetypometrics/cards/ER-Kerry-Weaver-2000-464-341.pdf
702	Chuny Marquez	Chuny Marquez	Chuny Marquez/ER	Chuny Marquez/ER	https://compstorylab.org/archetypometrics/cards/ER-Chuny-Marquez-2000-464-341.pdf
703	Malik McGrath	Malik McGrath	Malik McGrath/ER	Malik McGrath/ER	https://compstorylab.org/archetypometrics/cards/ER-Malik-McGrath-2000-464-341.pdf
704	Abby Lockhart	Abby Lockhart	Abby Lockhart/ER	Abby Lockhart/ER	https://compstorylab.org/archetypometrics/cards/ER-Abby-Lockhart-2000-464-341.pdf
705	Luka Kovac	Luka Kovac	Luka Kovac/ER	Luka Kovac/ER	https://compstorylab.org/archetypometrics/cards/ER-Luka-Kovac-2000-464-341.pdf
706	Mark Zuckerberg	Mark Zuckerberg	Mark Zuckerberg/The Social Network	Mark Zuckerberg/The Social Network	https://compstorylab.org/archetypometrics/cards/The-Social-Network-Mark-Zuckerberg-2000-464-341.pdf
707	Eduardo Saverin	Eduardo Saverin	Eduardo Saverin/The Social Network	Eduardo Saverin/The Social Network	https://compstorylab.org/archetypometrics/cards/The-Social-Network-Eduardo-Saverin-2000-464-341.pdf
708	Sean Parker	Sean Parker	Sean Parker/The Social Network	Sean Parker/The Social Network	https://compstorylab.org/archetypometrics/cards/The-Social-Network-Sean-Parker-2000-464-341.pdf
709	Tyler Winklevoss	Tyler Winklevoss	Tyler Winklevoss/The Social Network	Tyler Winklevoss/The Social Network	https://compstorylab.org/archetypometrics/cards/The-Social-Network-Tyler-Winklevoss-2000-464-341.pdf
710	Divya Narendra	Divya Narendra	Divya Narendra/The Social Network	Divya Narendra/The Social Network	https://compstorylab.org/archetypometrics/cards/The-Social-Network-Divya-Narendra-2000-464-341.pdf
711	Christy Lee	Christy Lee	Christy Lee/The Social Network	Christy Lee/The Social Network	https://compstorylab.org/archetypometrics/cards/The-Social-Network-Christy-Lee-2000-464-341.pdf
712	Tallahassee	Tallahassee	Tallahassee/Zombieland	Tallahassee/Zombieland	https://compstorylab.org/archetypometrics/cards/Zombieland-Tallahassee-2000-464-341.pdf
713	Columbus	Columbus	Columbus/Zombieland	Columbus/Zombieland	https://compstorylab.org/archetypometrics/cards/Zombieland-Columbus-2000-464-341.pdf
714	Wichita	Wichita	Wichita/Zombieland	Wichita/Zombieland	https://compstorylab.org/archetypometrics/cards/Zombieland-Wichita-2000-464-341.pdf
715	Charlie Kelmeckis	Charlie Kelmeckis	Charlie Kelmeckis/The Perks of Being a Wallflower	Charlie Kelmeckis/The Perks of Being a Wallflower	https://compstorylab.org/archetypometrics/cards/The-Perks-of-Being-a-Wallflower-Charlie-Kelmeckis-2000-464-341.pdf
716	Sam Button	Sam Button	Sam Button/The Perks of Being a Wallflower	Sam Button/The Perks of Being a Wallflower	https://compstorylab.org/archetypometrics/cards/The-Perks-of-Being-a-Wallflower-Sam-Button-2000-464-341.pdf
717	Patrick Stewart	Patrick Stewart	Patrick Stewart/The Perks of Being a Wallflower	Patrick Stewart/The Perks of Being a Wallflower	https://compstorylab.org/archetypometrics/cards/The-Perks-of-Being-a-Wallflower-Patrick-Stewart-2000-464-341.pdf
718	Jeff Winger	Jeff Winger	Jeff Winger/Community	Jeff Winger/Community	https://compstorylab.org/archetypometrics/cards/Community-Jeff-Winger-2000-464-341.pdf
719	Britta Perry	Britta Perry	Britta Perry/Community	Britta Perry/Community	https://compstorylab.org/archetypometrics/cards/Community-Britta-Perry-2000-464-341.pdf
720	Abed Nadir	Abed Nadir	Abed Nadir/Community	Abed Nadir/Community	https://compstorylab.org/archetypometrics/cards/Community-Abed-Nadir-2000-464-341.pdf
721	Troy Barnes	Troy Barnes	Troy Barnes/Community	Troy Barnes/Community	https://compstorylab.org/archetypometrics/cards/Community-Troy-Barnes-2000-464-341.pdf
722	Annie Edison	Annie Edison	Annie Edison/Community	Annie Edison/Community	https://compstorylab.org/archetypometrics/cards/Community-Annie-Edison-2000-464-341.pdf
723	Shirley Bennett	Shirley Bennett	Shirley Bennett/Community	Shirley Bennett/Community	https://compstorylab.org/archetypometrics/cards/Community-Shirley-Bennett-2000-464-341.pdf
724	Pierce Hawthorne	Pierce Hawthorne	Pierce Hawthorne/Community	Pierce Hawthorne/Community	https://compstorylab.org/archetypometrics/cards/Community-Pierce-Hawthorne-2000-464-341.pdf
725	Craig Pelton	Craig Pelton	Craig Pelton/Community	Craig Pelton/Community	https://compstorylab.org/archetypometrics/cards/Community-Craig-Pelton-2000-464-341.pdf
726	Ben Chang	Ben Chang	Ben Chang/Community	Ben Chang/Community	https://compstorylab.org/archetypometrics/cards/Community-Ben-Chang-2000-464-341.pdf
727	Ian Duncan	Ian Duncan	Ian Duncan/Community	Ian Duncan/Community	https://compstorylab.org/archetypometrics/cards/Community-Ian-Duncan-2000-464-341.pdf
728	Patrizia Reggiani	Patrizia Reggiani	Patrizia Reggiani/House of Gucci	Patrizia Reggiani/House of Gucci	https://compstorylab.org/archetypometrics/cards/House-of-Gucci-Patrizia-Reggiani-2000-464-341.pdf
729	Maurizio Gucci	Maurizio Gucci	Maurizio Gucci/House of Gucci	Maurizio Gucci/House of Gucci	https://compstorylab.org/archetypometrics/cards/House-of-Gucci-Maurizio-Gucci-2000-464-341.pdf
730	Nick Stokes	Nick Stokes	Nick Stokes/CSI: Crime Scene Investigation	Nick Stokes/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Nick-Stokes-2000-464-341.pdf
731	Greg Sanders	Greg Sanders	Greg Sanders/CSI: Crime Scene Investigation	Greg Sanders/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Greg-Sanders-2000-464-341.pdf
732	Al Robbins	Al Robbins	Al Robbins/CSI: Crime Scene Investigation	Al Robbins/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Al-Robbins-2000-464-341.pdf
733	Captain Jim Brass	Captain Jim Brass	Captain Jim Brass/CSI: Crime Scene Investigation	Captain Jim Brass/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Captain-Jim-Brass-2000-464-341.pdf
734	Sara Sidle	Sara Sidle	Sara Sidle/CSI: Crime Scene Investigation	Sara Sidle/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Sara-Sidle-2000-464-341.pdf
735	David Phillips	David Phillips	David Phillips/CSI: Crime Scene Investigation	David Phillips/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-David-Phillips-2000-464-341.pdf
736	Hannah Horvath	Hannah Horvath	Hannah Horvath/Girls	Hannah Horvath/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Hannah-Horvath-2000-464-341.pdf
737	Marnie Michaels	Marnie Michaels	Marnie Michaels/Girls	Marnie Michaels/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Marnie-Michaels-2000-464-341.pdf
738	Jessa Johansson	Jessa Johansson	Jessa Johansson/Girls	Jessa Johansson/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Jessa-Johansson-2000-464-341.pdf
739	Shoshanna Shapiro	Shoshanna Shapiro	Shoshanna Shapiro/Girls	Shoshanna Shapiro/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Shoshanna-Shapiro-2000-464-341.pdf
740	Adam Sackler	Adam Sackler	Adam Sackler/Girls	Adam Sackler/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Adam-Sackler-2000-464-341.pdf
741	Ray Ploshansky	Ray Ploshansky	Ray Ploshansky/Girls	Ray Ploshansky/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Ray-Ploshansky-2000-464-341.pdf
742	Elisa Esposito	Elisa Esposito	Elisa Esposito/The Shape of Water	Elisa Esposito/The Shape of Water	https://compstorylab.org/archetypometrics/cards/The-Shape-of-Water-Elisa-Esposito-2000-464-341.pdf
743	The Amphibian Man	The Amphibian Man	The Amphibian Man/The Shape of Water	The Amphibian Man/The Shape of Water	https://compstorylab.org/archetypometrics/cards/The-Shape-of-Water-The-Amphibian-Man-2000-464-341.pdf
744	T-800	T-800	T-800/Terminator 2: Judgement Day	T-800/Terminator 2: Judgement Day	https://compstorylab.org/archetypometrics/cards/Terminator-2-Judgement-Day-T-800-2000-464-341.pdf
745	Sarah Connor	Sarah Connor	Sarah Connor/Terminator 2: Judgement Day	Sarah Connor/Terminator 2: Judgement Day	https://compstorylab.org/archetypometrics/cards/Terminator-2-Judgement-Day-Sarah-Connor-2000-464-341.pdf
746	John Connor	John Connor	John Connor/Terminator 2: Judgement Day	John Connor/Terminator 2: Judgement Day	https://compstorylab.org/archetypometrics/cards/Terminator-2-Judgement-Day-John-Connor-2000-464-341.pdf
747	Ender Wiggin	Ender Wiggin	Ender Wiggin/Ender's Game	Ender Wiggin/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Ender-Wiggin-2000-464-341.pdf
748	Colonel Graff	Colonel Graff	Colonel Graff/Ender's Game	Colonel Graff/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Colonel-Graff-2000-464-341.pdf
749	Petra Arkanian	Petra Arkanian	Petra Arkanian/Ender's Game	Petra Arkanian/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Petra-Arkanian-2000-464-341.pdf
750	Valentine Wiggin	Valentine Wiggin	Valentine Wiggin/Ender's Game	Valentine Wiggin/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Valentine-Wiggin-2000-464-341.pdf
751	Peter Wiggin	Peter Wiggin	Peter Wiggin/Ender's Game	Peter Wiggin/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Peter-Wiggin-2000-464-341.pdf
752	Bean	Bean	Bean/Ender's Game	Bean/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Bean-2000-464-341.pdf
753	Norman Bates	Norman Bates	Norman Bates/Psycho	Norman Bates/Psycho	https://compstorylab.org/archetypometrics/cards/Psycho-Norman-Bates-2000-464-341.pdf
754	Marion Crane	Marion Crane	Marion Crane/Psycho	Marion Crane/Psycho	https://compstorylab.org/archetypometrics/cards/Psycho-Marion-Crane-2000-464-341.pdf
755	Lila Crane	Lila Crane	Lila Crane/Psycho	Lila Crane/Psycho	https://compstorylab.org/archetypometrics/cards/Psycho-Lila-Crane-2000-464-341.pdf
756	Pat Solitano	Pat Solitano	Pat Solitano/Silver Linings Playbook	Pat Solitano/Silver Linings Playbook	https://compstorylab.org/archetypometrics/cards/Silver-Linings-Playbook-Pat-Solitano-2000-464-341.pdf
757	Tiffany Maxwell	Tiffany Maxwell	Tiffany Maxwell/Silver Linings Playbook	Tiffany Maxwell/Silver Linings Playbook	https://compstorylab.org/archetypometrics/cards/Silver-Linings-Playbook-Tiffany-Maxwell-2000-464-341.pdf
758	Bob Belcher	Bob Belcher	Bob Belcher/Bob's Burgers	Bob Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Bob-Belcher-2000-464-341.pdf
759	Linda Belcher	Linda Belcher	Linda Belcher/Bob's Burgers	Linda Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Linda-Belcher-2000-464-341.pdf
760	Tina Belcher	Tina Belcher	Tina Belcher/Bob's Burgers	Tina Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Tina-Belcher-2000-464-341.pdf
761	Gene Belcher	Gene Belcher	Gene Belcher/Bob's Burgers	Gene Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Gene-Belcher-2000-464-341.pdf
762	Louise Belcher	Louise Belcher	Louise Belcher/Bob's Burgers	Louise Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Louise-Belcher-2000-464-341.pdf
763	Marty Byrde	Marty Byrde	Marty Byrde/Ozark	Marty Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Marty-Byrde-2000-464-341.pdf
764	Wendy Byrde	Wendy Byrde	Wendy Byrde/Ozark	Wendy Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Wendy-Byrde-2000-464-341.pdf
765	Charlotte Byrde	Charlotte Byrde	Charlotte Byrde/Ozark	Charlotte Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Charlotte-Byrde-2000-464-341.pdf
766	Jonah Byrde	Jonah Byrde	Jonah Byrde/Ozark	Jonah Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Jonah-Byrde-2000-464-341.pdf
767	Ruth Langmore	Ruth Langmore	Ruth Langmore/Ozark	Ruth Langmore/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Ruth-Langmore-2000-464-341.pdf
768	Rachel Garrison	Rachel Garrison	Rachel Garrison/Ozark	Rachel Garrison/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Rachel-Garrison-2000-464-341.pdf
769	Roy Petty	Roy Petty	Roy Petty/Ozark	Roy Petty/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Roy-Petty-2000-464-341.pdf
770	Jacob Snell	Jacob Snell	Jacob Snell/Ozark	Jacob Snell/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Jacob-Snell-2000-464-341.pdf
771	Darlene Snell	Darlene Snell	Darlene Snell/Ozark	Darlene Snell/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Darlene-Snell-2000-464-341.pdf
772	Wyatt Langmore	Wyatt Langmore	Wyatt Langmore/Ozark	Wyatt Langmore/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Wyatt-Langmore-2000-464-341.pdf
773	Juliana Crain	Juliana Crain	Juliana Crain/The Man in the High Castle	Juliana Crain/The Man in the High Castle	https://compstorylab.org/archetypometrics/cards/The-Man-in-the-High-Castle-Juliana-Crain-2000-464-341.pdf
774	Inspector Kido	Inspector Kido	Inspector Kido/The Man in the High Castle	Inspector Kido/The Man in the High Castle	https://compstorylab.org/archetypometrics/cards/The-Man-in-the-High-Castle-Inspector-Kido-2000-464-341.pdf
775	John Smith	John Smith	John Smith/The Man in the High Castle	John Smith/The Man in the High Castle	https://compstorylab.org/archetypometrics/cards/The-Man-in-the-High-Castle-John-Smith-2000-464-341.pdf
776	Nathaniel 'Hawkeye' Poe	Nathaniel `Hawkeye' Poe	Nathaniel 'Hawkeye' Poe/The Last of the Mohicans	Nathaniel 'Hawkeye' Poe/The Last of the Mohicans	https://compstorylab.org/archetypometrics/cards/The-Last-of-the-Mohicans-Nathaniel-Hawkeye-Poe-2000-464-341.pdf
777	Cora Munro	Cora Munro	Cora Munro/The Last of the Mohicans	Cora Munro/The Last of the Mohicans	https://compstorylab.org/archetypometrics/cards/The-Last-of-the-Mohicans-Cora-Munro-2000-464-341.pdf
778	Patty Hewes	Patty Hewes	Patty Hewes/Damages	Patty Hewes/Damages	https://compstorylab.org/archetypometrics/cards/Damages-Patty-Hewes-2000-464-341.pdf
779	Ellen Parsons	Ellen Parsons	Ellen Parsons/Damages	Ellen Parsons/Damages	https://compstorylab.org/archetypometrics/cards/Damages-Ellen-Parsons-2000-464-341.pdf
780	Tom Shayes	Tom Shayes	Tom Shayes/Damages	Tom Shayes/Damages	https://compstorylab.org/archetypometrics/cards/Damages-Tom-Shayes-2000-464-341.pdf
781	Homer Simpson	Homer Simpson	Homer Simpson/The Simpsons	Homer Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Homer-Simpson-2000-464-341.pdf
782	Bart Simpson	Bart Simpson	Bart Simpson/The Simpsons	Bart Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Bart-Simpson-2000-464-341.pdf
783	Marge Simpson	Marge Simpson	Marge Simpson/The Simpsons	Marge Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Marge-Simpson-2000-464-341.pdf
784	Lisa Simpson	Lisa Simpson	Lisa Simpson/The Simpsons	Lisa Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Lisa-Simpson-2000-464-341.pdf
785	Apu Nahasapeemapetilon	Apu Nahasapeemapetilon	Apu Nahasapeemapetilon/The Simpsons	Apu Nahasapeemapetilon/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Apu-Nahasapeemapetilon-2000-464-341.pdf
786	Mr. Burns	Mr. Burns	Mr. Burns/The Simpsons	Mr. Burns/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Mr-Burns-2000-464-341.pdf
787	Ned Flanders	Ned Flanders	Ned Flanders/The Simpsons	Ned Flanders/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Ned-Flanders-2000-464-341.pdf
788	Milhouse Van Houten	Milhouse Van Houten	Milhouse Van Houten/The Simpsons	Milhouse Van Houten/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Milhouse-Van-Houten-2000-464-341.pdf
789	Moe Szyslak	Moe Szyslak	Moe Szyslak/The Simpsons	Moe Szyslak/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Moe-Szyslak-2000-464-341.pdf
790	Nelson Muntz	Nelson Muntz	Nelson Muntz/The Simpsons	Nelson Muntz/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Nelson-Muntz-2000-464-341.pdf
791	Krusty the Clown	Krusty the Clown	Krusty the Clown/The Simpsons	Krusty the Clown/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Krusty-the-Clown-2000-464-341.pdf
792	Edna Krabappel	Edna Krabappel	Edna Krabappel/The Simpsons	Edna Krabappel/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Edna-Krabappel-2000-464-341.pdf
793	Waylon Smithers	Waylon Smithers	Waylon Smithers/The Simpsons	Waylon Smithers/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Waylon-Smithers-2000-464-341.pdf
794	Barney Gumble	Barney Gumble	Barney Gumble/The Simpsons	Barney Gumble/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Barney-Gumble-2000-464-341.pdf
795	Principal Skinner	Principal Skinner	Principal Skinner/The Simpsons	Principal Skinner/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Principal-Skinner-2000-464-341.pdf
796	Eric Murphy	Eric Murphy	Eric Murphy/Entourage	Eric Murphy/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Eric-Murphy-2000-464-341.pdf
797	Vincent Chase	Vincent Chase	Vincent Chase/Entourage	Vincent Chase/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Vincent-Chase-2000-464-341.pdf
798	Johnny 'Drama' Chase	Johnny `Drama' Chase	Johnny 'Drama' Chase/Entourage	Johnny 'Drama' Chase/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Johnny-Drama-Chase-2000-464-341.pdf
799	Turtle	Turtle	Turtle/Entourage	Turtle/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Turtle-2000-464-341.pdf
800	Ari Gold	Ari Gold	Ari Gold/Entourage	Ari Gold/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Ari-Gold-2000-464-341.pdf
801	Molly Davidson	Molly Davidson	Molly Davidson/Booksmart	Molly Davidson/Booksmart	https://compstorylab.org/archetypometrics/cards/Booksmart-Molly-Davidson-2000-464-341.pdf
802	Amy Antsler	Amy Antsler	Amy Antsler/Booksmart	Amy Antsler/Booksmart	https://compstorylab.org/archetypometrics/cards/Booksmart-Amy-Antsler-2000-464-341.pdf
803	Paul Smecker	Paul Smecker	Paul Smecker/The Boondock Saints	Paul Smecker/The Boondock Saints	https://compstorylab.org/archetypometrics/cards/The-Boondock-Saints-Paul-Smecker-2000-464-341.pdf
804	Connor MacManus	Connor MacManus	Connor MacManus/The Boondock Saints	Connor MacManus/The Boondock Saints	https://compstorylab.org/archetypometrics/cards/The-Boondock-Saints-Connor-MacManus-2000-464-341.pdf
805	Murphy MacManus	Murphy MacManus	Murphy MacManus/The Boondock Saints	Murphy MacManus/The Boondock Saints	https://compstorylab.org/archetypometrics/cards/The-Boondock-Saints-Murphy-MacManus-2000-464-341.pdf
806	David Della Rocco	David Della Rocco	David Della Rocco/The Boondock Saints	David Della Rocco/The Boondock Saints	https://compstorylab.org/archetypometrics/cards/The-Boondock-Saints-David-Della-Rocco-2000-464-341.pdf
